case,replicate,success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,crossrange_error_m,dominance_rank,downrange_error_m,failed,feasible,final_x_m,final_y_m,final_z_m,fuel_used_kg,ground_violation_m,guidance_gain,impulse_n_s_percentile_score,integrated_control_effort,load_violation_g,miss_distance_m_percentile_score,miss_violation_m,mission_model,percentile_score,qbar_violation_pa,robustness_margin_percentile_score,robustness_score,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps,thrust_n
9.0,5.0,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,0,3.001850417523201,False,True,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,2.6,0.9325842696629214,0.543273484774749,0.0,0.9213483146067416,0.0,point_mass,0.902621722846442,0.0,0.8539325842696629,62.36328244533258,-10.546325983378424,-8.263047717586982,515.0721010158533,2000.0
10.0,4.0,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,0,3.001850417523201,False,True,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,2.6,0.9213483146067416,0.543273484774749,0.0,0.898876404494382,0.0,point_mass,0.8951310861423222,0.0,0.8651685393258427,62.36328244533258,-10.546325983378424,-8.263047717586982,515.0721010158533,2200.0
11.0,3.0,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,0,3.001850417523201,False,True,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,2.6,0.9101123595505618,0.543273484774749,0.0,0.9325842696629214,0.0,point_mass,0.8876404494382023,0.0,0.8202247191011236,62.36328244533258,-10.546325983378424,-8.263047717586982,515.0721010158533,2400.0
12.0,2.0,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,0,3.001850417523201,False,True,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,3.0,0.898876404494382,0.543273484774749,0.0,0.9101123595505618,0.0,point_mass,0.8801498127340824,0.0,0.8314606741573034,62.36328244533258,-10.546325983378424,-8.263047717586982,515.0721010158533,2000.0
13.0,1.0,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,0,3.001850417523201,False,True,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,3.0,0.8876404494382022,0.543273484774749,0.0,0.8764044943820225,0.0,point_mass,0.8801498127340824,0.0,0.8764044943820225,62.36328244533258,-10.546325983378424,-8.263047717586982,515.0721010158533,2200.0
14.0,0.0,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,0,3.001850417523201,False,True,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,3.0,0.8764044943820225,0.543273484774749,0.0,0.8876404494382022,0.0,point_mass,0.8689138576779026,0.0,0.8426966292134832,62.36328244533258,-10.546325983378424,-8.263047717586982,515.0721010158533,2400.0
0.0,2.0,True,none,15.741421204366773,64.36740329061516,135632.59670938484,4.630495162120611,9.249999999999996,18232.283618537793,-0.20841769678112843,0,-15.682809825208551,False,True,2984.3171901747914,-0.20841769678112843,1.341036756878232,5.010416666666053,0.0,1.4,0.9887640449438202,0.4605325527507312,0.0,0.6179775280898876,0.0,point_mass,0.8352059925093632,0.0,0.898876404494382,64.05257486652782,1.341036756878232,-8.80749645155422,496.50658472266394,2000.0
1.0,1.0,True,none,15.741421204366773,64.36740329061516,135632.59670938484,4.630495162120611,9.249999999999996,18232.283618537793,-0.20841769678112843,0,-15.682809825208551,False,True,2984.3171901747914,-0.20841769678112843,1.341036756878232,5.010416666666053,0.0,1.4,0.9775280898876404,0.4605325527507312,0.0,0.6067415730337079,0.0,point_mass,0.8314606741573035,0.0,0.9101123595505618,64.05257486652782,1.341036756878232,-8.80749645155422,496.50658472266394,2200.0
2.0,0.0,True,none,15.741421204366773,64.36740329061516,135632.59670938484,4.630495162120611,9.249999999999996,18232.283618537793,-0.20841769678112843,0,-15.682809825208551,False,True,2984.3171901747914,-0.20841769678112843,1.341036756878232,5.010416666666053,0.0,1.4,1.0,0.4605325527507312,0.0,0.5955056179775281,0.0,point_mass,0.8277153558052435,0.0,0.8876404494382022,64.05257486652782,1.341036756878232,-8.80749645155422,496.50658472266394,2400.0
14.0,3.0,True,none,22.4753685059347,65.03993192136593,134960.06807863407,4.820420216286167,9.199999999999996,18744.230796715492,0.20101762627083736,0,5.449842516014087,False,True,3005.449842516014,0.20101762627083736,-21.803692300666302,4.983333333332723,21.803692300666302,3.0,0.9662921348314607,0.5221951946196988,0.0,0.3707865168539326,0.0,point_mass,0.7565543071161048,0.0,0.9325842696629214,64.59042455124724,-21.803692300666302,-8.545879211911393,500.37822852285996,2400.0
12.0,5.0,True,none,22.4753685059347,65.03993192136593,134960.06807863407,4.820420216286167,9.199999999999996,18744.230796715492,0.20101762627083736,0,5.449842516014087,False,True,3005.449842516014,0.20101762627083736,-21.803692300666302,4.983333333332723,21.803692300666302,3.0,0.9438202247191011,0.5221951946196988,0.0,0.348314606741573,0.0,point_mass,0.745318352059925,0.0,0.9438202247191011,64.59042455124724,-21.803692300666302,-8.545879211911393,500.37822852285996,2000.0
13.0,4.0,True,none,22.4753685059347,65.03993192136593,134960.06807863407,4.820420216286167,9.199999999999996,18744.230796715492,0.20101762627083736,0,5.449842516014087,False,True,3005.449842516014,0.20101762627083736,-21.803692300666302,4.983333333332723,21.803692300666302,3.0,0.9550561797752809,0.5221951946196988,0.0,0.3595505617977528,0.0,point_mass,0.745318352059925,0.0,0.9213483146067416,64.59042455124724,-21.803692300666302,-8.545879211911393,500.37822852285996,2200.0
7.0,2.0,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,0,-2.940328800370935,False,True,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.2,0.4606741573033708,0.5025400888855891,0.0,1.0,0.0,point_mass,0.6367041198501873,0.0,0.449438202247191,50.867305306253236,-10.16410168462285,-8.080668092990528,525.2923149220602,2200.0
9.0,0.0,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,0,-2.940328800370935,False,True,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.6,0.4831460674157304,0.5025400888855891,0.0,0.9775280898876404,0.0,point_mass,0.6329588014981273,0.0,0.4382022471910112,50.867305306253236,-10.16410168462285,-8.080668092990528,525.2923149220602,2000.0
8.0,1.0,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,0,-2.940328800370935,False,True,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.2,0.4719101123595506,0.5025400888855891,0.0,0.9887640449438202,0.0,point_mass,0.6292134831460675,0.0,0.4269662921348315,50.867305306253236,-10.16410168462285,-8.080668092990528,525.2923149220602,2400.0
4.0,5.0,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,0,-2.940328800370935,False,True,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,1.8,0.4382022471910112,0.5025400888855891,0.0,0.9662921348314607,0.0,point_mass,0.6254681647940076,0.0,0.4719101123595506,50.867305306253236,-10.16410168462285,-8.080668092990528,525.2923149220602,2200.0
6.0,3.0,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,0,-2.940328800370935,False,True,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.2,0.449438202247191,0.5025400888855891,0.0,0.9438202247191011,0.0,point_mass,0.6254681647940075,0.0,0.4831460674157304,50.867305306253236,-10.16410168462285,-8.080668092990528,525.2923149220602,2000.0
5.0,4.0,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,0,-2.940328800370935,False,True,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,1.8,0.4269662921348315,0.5025400888855891,0.0,0.9550561797752809,0.0,point_mass,0.6142322097378278,0.0,0.4606741573033708,50.867305306253236,-10.16410168462285,-8.080668092990528,525.2923149220602,2400.0
3.0,1.0,True,none,30.615413951918573,65.0889876567385,134911.0123432615,8.499252762201786,11.60000000000003,23833.382876356278,-0.04514962817845049,0,6.69112919237341,False,True,4013.14266626563,-3.1079756766661313,-153.70949362756048,6.283333333332564,153.70949362756048,1.8,0.3370786516853933,10.321094925401203,0.0,0.0786516853932584,0.0,point_mass,0.4644194756554307,0.0,0.9775280898876404,64.47667937770012,-153.70949362756048,-8.386145321468874,321.3703231109121,2000.0
1.0,3.0,True,none,30.615413951918573,65.0889876567385,134911.0123432615,8.499252762201786,11.60000000000003,23833.382876356278,-0.04514962817845049,0,6.69112919237341,False,True,4013.14266626563,-3.1079756766661313,-153.70949362756048,6.283333333332564,153.70949362756048,1.4,0.3146067415730337,10.321094925401203,0.0,0.0674157303370787,0.0,point_mass,0.4606741573033708,0.0,1.0,64.47667937770012,-153.70949362756048,-8.386145321468874,321.3703231109121,2200.0
0.0,4.0,True,none,30.615413951918573,65.0889876567385,134911.0123432615,8.499252762201786,11.60000000000003,23833.382876356278,-0.04514962817845049,0,6.69112919237341,False,True,4013.14266626563,-3.1079756766661313,-153.70949362756048,6.283333333332564,153.70949362756048,1.4,0.3258426966292135,10.321094925401203,0.0,0.0898876404494382,0.0,point_mass,0.45692883895131087,0.0,0.9550561797752809,64.47667937770012,-153.70949362756048,-8.386145321468874,321.3703231109121,2000.0
4.0,0.0,True,none,30.615413951918573,65.0889876567385,134911.0123432615,8.499252762201786,11.60000000000003,23833.382876356278,-0.04514962817845049,0,6.69112919237341,False,True,4013.14266626563,-3.1079756766661313,-153.70949362756048,6.283333333332564,153.70949362756048,1.8,0.303370786516854,10.321094925401203,0.0,0.0561797752808989,0.0,point_mass,0.44943820224719105,0.0,0.9887640449438202,64.47667937770012,-153.70949362756048,-8.386145321468874,321.3703231109121,2200.0
2.0,2.0,True,none,30.615413951918573,65.0889876567385,134911.0123432615,8.499252762201786,11.60000000000003,23833.382876356278,-0.04514962817845049,0,6.69112919237341,False,True,4013.14266626563,-3.1079756766661313,-153.70949362756048,6.283333333332564,153.70949362756048,1.4,0.2921348314606742,10.321094925401203,0.0,0.0449438202247191,0.0,point_mass,0.4344569288389513,0.0,0.9662921348314607,64.47667937770012,-153.70949362756048,-8.386145321468874,321.3703231109121,2400.0
3.0,3.0,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,6,-14.688971222505643,False,True,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.8,0.7640449438202247,0.4450779935962123,0.0,0.7191011235955056,0.0,point_mass,0.7415730337078652,0.0,0.7415730337078652,61.582052566416486,-4.069585564795538,-8.6538401917422,513.6953931947289,2000.0
5.0,1.0,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,6,-14.688971222505643,False,True,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.8,0.7865168539325843,0.4450779935962123,0.0,0.7415730337078652,0.0,point_mass,0.7415730337078652,0.0,0.6966292134831461,61.582052566416486,-4.069585564795538,-8.6538401917422,513.6953931947289,2400.0
11.0,1.0,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,6,-9.198413782047737,False,True,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.6,0.5842696629213483,0.4672588562730239,0.0,0.8426966292134832,0.0,point_mass,0.7415730337078652,0.0,0.797752808988764,62.148382621691,-9.890872137846483,-8.330314721119777,507.56238074880275,2400.0
10.0,2.0,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,6,-9.198413782047737,False,True,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.6,0.5955056179775281,0.4672588562730239,0.0,0.8089887640449438,0.0,point_mass,0.7378277153558054,0.0,0.8089887640449438,62.148382621691,-9.890872137846483,-8.330314721119777,507.56238074880275,2200.0
6.0,0.0,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,6,-14.688971222505643,False,True,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,2.2,0.752808988764045,0.4450779935962123,0.0,0.752808988764045,0.0,point_mass,0.7303370786516855,0.0,0.6853932584269663,61.582052566416486,-4.069585564795538,-8.6538401917422,513.6953931947289,2000.0
9.0,3.0,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,6,-9.198413782047737,False,True,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.6,0.6179775280898876,0.4672588562730239,0.0,0.7865168539325843,0.0,point_mass,0.7303370786516855,0.0,0.7865168539325843,62.148382621691,-9.890872137846483,-8.330314721119777,507.56238074880275,2000.0
1.0,5.0,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,6,-14.688971222505643,False,True,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.4,0.7752808988764045,0.4450779935962123,0.0,0.6966292134831461,0.0,point_mass,0.7303370786516853,0.0,0.7191011235955056,61.582052566416486,-4.069585564795538,-8.6538401917422,513.6953931947289,2200.0
2.0,4.0,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,6,-14.688971222505643,False,True,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.4,0.7415730337078652,0.4450779935962123,0.0,0.7078651685393258,0.0,point_mass,0.7265917602996255,0.0,0.7303370786516854,61.582052566416486,-4.069585564795538,-8.6538401917422,513.6953931947289,2400.0
4.0,2.0,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,6,-14.688971222505643,False,True,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.8,0.7303370786516854,0.4450779935962123,0.0,0.7303370786516854,0.0,point_mass,0.7228464419475656,0.0,0.7078651685393258,61.582052566416486,-4.069585564795538,-8.6538401917422,513.6953931947289,2200.0
12.0,0.0,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,6,-9.198413782047737,False,True,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,3.0,0.5730337078651686,0.4672588562730239,0.0,0.8202247191011236,0.0,point_mass,0.7228464419475656,0.0,0.7752808988764045,62.148382621691,-9.890872137846483,-8.330314721119777,507.56238074880275,2000.0
7.0,5.0,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,6,-9.198413782047737,False,True,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.2,0.5617977528089888,0.4672588562730239,0.0,0.8314606741573034,0.0,point_mass,0.7191011235955056,0.0,0.7640449438202247,62.148382621691,-9.890872137846483,-8.330314721119777,507.56238074880275,2200.0
8.0,4.0,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,6,-9.198413782047737,False,True,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.2,0.6067415730337079,0.4672588562730239,0.0,0.797752808988764,0.0,point_mass,0.7191011235955056,0.0,0.752808988764045,62.148382621691,-9.890872137846483,-8.330314721119777,507.56238074880275,2400.0
11.0,0.0,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,6,-8.674056016119266,False,True,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.6,0.8651685393258427,0.43893187331690925,0.0,0.6853932584269663,0.0,point_mass,0.7041198501872659,0.0,0.5617977528089888,55.16149583247141,-13.079689623636575,-8.599057256478583,515.1905200351459,2400.0
10.0,1.0,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,6,-8.674056016119266,False,True,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.6,0.8314606741573034,0.43893187331690925,0.0,0.6629213483146068,0.0,point_mass,0.6928838951310862,0.0,0.5842696629213483,55.16149583247141,-13.079689623636575,-8.599057256478583,515.1905200351459,2200.0
8.0,3.0,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,6,-8.674056016119266,False,True,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.2,0.8202247191011236,0.43893187331690925,0.0,0.6741573033707865,0.0,point_mass,0.6891385767790261,0.0,0.5730337078651686,55.16149583247141,-13.079689623636575,-8.599057256478583,515.1905200351459,2400.0
7.0,4.0,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,6,-8.674056016119266,False,True,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.2,0.8426966292134832,0.43893187331690925,0.0,0.651685393258427,0.0,point_mass,0.6816479400749064,0.0,0.550561797752809,55.16149583247141,-13.079689623636575,-8.599057256478583,515.1905200351459,2200.0
9.0,2.0,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,6,-8.674056016119266,False,True,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.6,0.8089887640449438,0.43893187331690925,0.0,0.6404494382022472,0.0,point_mass,0.6816479400749064,0.0,0.5955056179775281,55.16149583247141,-13.079689623636575,-8.599057256478583,515.1905200351459,2000.0
6.0,5.0,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,6,-8.674056016119266,False,True,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.2,0.8539325842696629,0.43893187331690925,0.0,0.6292134831460674,0.0,point_mass,0.6741573033707865,0.0,0.5393258426966292,55.16149583247141,-13.079689623636575,-8.599057256478583,515.1905200351459,2000.0
1.0,0.0,True,none,11.670311560547077,44.00148348279379,155998.5165172062,5.513594115946312,8.699999999999989,19814.027916915107,-0.6756111932736926,6,-0.7147974060844717,False,True,2999.2852025939155,-0.6756111932736926,-11.628791257220888,4.712499999999423,11.628791257220888,1.4,0.6966292134831461,0.4922843945833312,0.0,0.8651685393258427,0.0,point_mass,0.6104868913857678,0.0,0.2696629213483146,43.768077251582845,-11.628791257220888,-7.840936285011451,536.6629775259177,2200.0
0.0,1.0,True,none,11.670311560547077,44.00148348279379,155998.5165172062,5.513594115946312,8.699999999999989,19814.027916915107,-0.6756111932736926,6,-0.7147974060844717,False,True,2999.2852025939155,-0.6756111932736926,-11.628791257220888,4.712499999999423,11.628791257220888,1.4,0.7078651685393258,0.4922843945833312,0.0,0.8539325842696629,0.0,point_mass,0.6067415730337079,0.0,0.2584269662921348,43.768077251582845,-11.628791257220888,-7.840936285011451,536.6629775259177,2000.0
0.0,0.0,True,none,20.50953080106245,60.50712895893888,139492.87104106112,4.905435746548351,9.099999999999994,19579.54004945116,-0.019976810597901344,9,5.103381976475703,False,True,3005.1033819764757,-0.019976810597901344,-19.86443925735007,4.929166666666063,19.86443925735007,1.4,0.797752808988764,0.5089450970863251,0.0,0.3932584269662922,0.0,point_mass,0.6217228464419476,0.0,0.6741573033707865,60.09693834291763,-19.86443925735007,-8.659947564331901,510.44190795576003,2000.0
