case,replicate,success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,crossrange_error_m,dominance_rank,downrange_error_m,failed,feasible,final_x_m,final_y_m,final_z_m,fuel_used_kg,ground_violation_m,guidance_gain,impulse_n_s_percentile_score,integrated_control_effort,load_violation_g,miss_distance_m_percentile_score,miss_violation_m,mission_model,percentile_score,qbar_violation_pa,robustness_margin_percentile_score,robustness_score,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps,thrust_n
14.0,4.0,True,none,14.157046043654407,45.37695493820639,154623.04506179361,5.786447446013274,8.599999999999987,20322.209911514736,0.17189767547617874,18,-9.062214653320552,False,True,2990.9377853466794,0.17189767547617874,-10.875139973740986,4.658333333332763,10.875139973740986,3.0,0.4157303370786517,0.40208581930623594,0.0,0.7752808988764045,0.0,point_mass,0.49438202247191015,0.0,0.2921348314606742,45.0938140173333,-10.875139973740986,-8.757579924498174,535.8367103902737,2400.0
13.0,5.0,True,none,14.157046043654407,45.37695493820639,154623.04506179361,5.786447446013274,8.599999999999987,20322.209911514736,0.17189767547617874,18,-9.062214653320552,False,True,2990.9377853466794,0.17189767547617874,-10.875139973740986,4.658333333332763,10.875139973740986,3.0,0.4044943820224719,0.40208581930623594,0.0,0.7640449438202247,0.0,point_mass,0.48314606741573035,0.0,0.2808988764044944,45.0938140173333,-10.875139973740986,-8.757579924498174,535.8367103902737,2200.0
14.0,5.0,True,none,20.51568106331112,50.41251412570398,149587.48587429602,5.246287944927633,8.84999999999999,19721.050036383207,0.04805813671839959,22,-1.2376169412486888,False,True,2998.7623830587513,0.04805813671839959,-20.478260771211307,4.793749999999413,20.478260771211307,3.0,0.7191011235955056,0.45983700231383584,0.0,0.3820224719101124,0.0,point_mass,0.5056179775280899,0.0,0.4157303370786517,50.00220050443776,-20.478260771211307,-9.044870019358868,528.0624969848342,2400.0
13.0,0.0,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,23,-12.909187813749213,False,True,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,3.0,0.6853932584269663,0.3863636756217336,0.0,0.5842696629213483,0.0,point_mass,0.50187265917603,0.0,0.2359550561797753,42.32113853624775,10.22344140140302,-8.422318562831679,542.6568448990791,2200.0
12.0,1.0,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,23,-12.909187813749213,False,True,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,3.0,0.6741573033707865,0.3863636756217336,0.0,0.5730337078651686,0.0,point_mass,0.4906367041198503,0.0,0.2247191011235955,42.32113853624775,10.22344140140302,-8.422318562831679,542.6568448990791,2000.0
11.0,2.0,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,23,-12.909187813749213,False,True,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.6,0.6629213483146068,0.3863636756217336,0.0,0.5617977528089888,0.0,point_mass,0.4794007490636705,0.0,0.2134831460674158,42.32113853624775,10.22344140140302,-8.422318562831679,542.6568448990791,2400.0
10.0,3.0,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,23,-12.909187813749213,False,True,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.6,0.6404494382022472,0.3863636756217336,0.0,0.550561797752809,0.0,point_mass,0.4794007490636704,0.0,0.2471910112359551,42.32113853624775,10.22344140140302,-8.422318562831679,542.6568448990791,2200.0
8.0,5.0,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,23,-12.909187813749213,False,True,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.2,0.651685393258427,0.3863636756217336,0.0,0.5280898876404494,0.0,point_mass,0.45692883895131087,0.0,0.1910112359550562,42.32113853624775,10.22344140140302,-8.422318562831679,542.6568448990791,2400.0
9.0,4.0,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,23,-12.909187813749213,False,True,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.6,0.6292134831460674,0.3863636756217336,0.0,0.5393258426966292,0.0,point_mass,0.45692883895131087,0.0,0.202247191011236,42.32113853624775,10.22344140140302,-8.422318562831679,542.6568448990791,2000.0
5.0,0.0,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,25,2.080925592483709,False,True,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.8,0.2584269662921348,9.757443161901737,0.0,0.2808988764044944,0.0,point_mass,0.39325842696629215,0.0,0.6404494382022472,59.6697160251759,-149.65600112798137,-8.241101470780068,345.1220088501986,2400.0
0.0,5.0,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,25,2.080925592483709,False,True,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.4,0.2696629213483146,9.757443161901737,0.0,0.2921348314606742,0.0,point_mass,0.3895131086142323,0.0,0.6067415730337079,59.6697160251759,-149.65600112798137,-8.241101470780068,345.1220088501986,2000.0
3.0,2.0,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,25,2.080925592483709,False,True,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.8,0.2808988764044944,9.757443161901737,0.0,0.2359550561797753,0.0,point_mass,0.3895131086142323,0.0,0.651685393258427,59.6697160251759,-149.65600112798137,-8.241101470780068,345.1220088501986,2000.0
4.0,1.0,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,25,2.080925592483709,False,True,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.8,0.2471910112359551,9.757443161901737,0.0,0.2584269662921348,0.0,point_mass,0.3895131086142323,0.0,0.6629213483146068,59.6697160251759,-149.65600112798137,-8.241101470780068,345.1220088501986,2200.0
1.0,4.0,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,25,2.080925592483709,False,True,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.4,0.2359550561797753,9.757443161901737,0.0,0.2696629213483146,0.0,point_mass,0.37453183520599254,0.0,0.6179775280898876,59.6697160251759,-149.65600112798137,-8.241101470780068,345.1220088501986,2200.0
2.0,3.0,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,25,2.080925592483709,False,True,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.4,0.2247191011235955,9.757443161901737,0.0,0.2471910112359551,0.0,point_mass,0.36704119850187267,0.0,0.6292134831460674,59.6697160251759,-149.65600112798137,-8.241101470780068,345.1220088501986,2400.0
5.0,5.0,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,35,5.576420553502885,False,True,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,1.8,0.5393258426966292,0.4533885924280369,0.0,0.4606741573033708,0.0,point_mass,0.3445692883895131,0.0,0.03370786516853941,32.1678806207864,-17.99871236318367,-8.477277197302906,556.2852086640705,2400.0
10.0,0.0,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,35,5.576420553502885,False,True,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.6,0.550561797752809,0.4533885924280369,0.0,0.4157303370786517,0.0,point_mass,0.33707865168539325,0.0,0.0449438202247191,32.1678806207864,-17.99871236318367,-8.477277197302906,556.2852086640705,2200.0
7.0,3.0,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,35,5.576420553502885,False,True,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.2,0.4943820224719101,0.4533885924280369,0.0,0.4269662921348315,0.0,point_mass,0.3258426966292135,0.0,0.0561797752808989,32.1678806207864,-17.99871236318367,-8.477277197302906,556.2852086640705,2200.0
9.0,1.0,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,35,5.576420553502885,False,True,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.6,0.5280898876404494,0.4533885924280369,0.0,0.4382022471910112,0.0,point_mass,0.32584269662921345,0.0,0.011235955056179803,32.1678806207864,-17.99871236318367,-8.477277197302906,556.2852086640705,2000.0
6.0,4.0,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,35,5.576420553502885,False,True,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.2,0.5168539325842697,0.4533885924280369,0.0,0.449438202247191,0.0,point_mass,0.32209737827715357,0.0,0.0,32.1678806207864,-17.99871236318367,-8.477277197302906,556.2852086640705,2000.0
8.0,2.0,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,35,5.576420553502885,False,True,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.2,0.5056179775280899,0.4533885924280369,0.0,0.4044943820224719,0.0,point_mass,0.3108614232209738,0.0,0.022471910112359605,32.1678806207864,-17.99871236318367,-8.477277197302906,556.2852086640705,2400.0
14.0,2.0,True,none,24.01586817900425,47.41412066725016,152585.87933274984,8.760173747591363,11.050000000000022,24857.92033028334,0.5961101775011005,38,1.3254688871115832,False,True,4008.4674168812626,-3.5043520228428355,-169.7499489395574,5.985416666665934,169.7499489395574,3.0,0.1797752808988764,9.457595367349235,0.0,0.3370786516853933,0.0,point_mass,0.3071161048689139,0.0,0.4044943820224719,46.933803303670075,-169.7499489395574,-9.625841434711559,363.3460546017569,2400.0
12.0,4.0,True,none,24.01586817900425,47.41412066725016,152585.87933274984,8.760173747591363,11.050000000000022,24857.92033028334,0.5961101775011005,38,1.3254688871115832,False,True,4008.4674168812626,-3.5043520228428355,-169.7499489395574,5.985416666665934,169.7499489395574,3.0,0.2134831460674158,9.457595367349235,0.0,0.3146067415730337,0.0,point_mass,0.30337078651685395,0.0,0.3820224719101124,46.933803303670075,-169.7499489395574,-9.625841434711559,363.3460546017569,2000.0
13.0,3.0,True,none,24.01586817900425,47.41412066725016,152585.87933274984,8.760173747591363,11.050000000000022,24857.92033028334,0.5961101775011005,38,1.3254688871115832,False,True,4008.4674168812626,-3.5043520228428355,-169.7499489395574,5.985416666665934,169.7499489395574,3.0,0.202247191011236,9.457595367349235,0.0,0.3258426966292135,0.0,point_mass,0.299625468164794,0.0,0.3707865168539326,46.933803303670075,-169.7499489395574,-9.625841434711559,363.3460546017569,2200.0
11.0,5.0,True,none,24.01586817900425,47.41412066725016,152585.87933274984,8.760173747591363,11.050000000000022,24857.92033028334,0.5961101775011005,38,1.3254688871115832,False,True,4008.4674168812626,-3.5043520228428355,-169.7499489395574,5.985416666665934,169.7499489395574,2.6,0.1910112359550562,9.457595367349235,0.0,0.303370786516854,0.0,point_mass,0.29588014981273414,0.0,0.3932584269662922,46.933803303670075,-169.7499489395574,-9.625841434711559,363.3460546017569,2400.0
3.0,0.0,True,none,31.517185398815606,51.465143265616646,148534.85673438336,9.487341827962542,11.150000000000023,25160.15861862703,-0.966869109555425,42,-1.1998098194299018,False,True,4001.09165404106,4.886170118512236,-154.38398041756017,6.039583333332594,154.38398041756017,1.8,0.1685393258426966,9.857275330856753,0.0,0.011235955056179803,0.0,point_mass,0.23595505617977527,0.0,0.5280898876404494,50.83479955764034,-154.38398041756017,-8.335867552307906,330.8694284439379,2000.0
2.0,1.0,True,none,31.517185398815606,51.465143265616646,148534.85673438336,9.487341827962542,11.150000000000023,25160.15861862703,-0.966869109555425,42,-1.1998098194299018,False,True,4001.09165404106,4.886170118512236,-154.38398041756017,6.039583333332594,154.38398041756017,1.4,0.1573033707865169,9.857275330856753,0.0,0.022471910112359605,0.0,point_mass,0.2322097378277154,0.0,0.5168539325842697,50.83479955764034,-154.38398041756017,-8.335867552307906,330.8694284439379,2400.0
0.0,3.0,True,none,31.517185398815606,51.465143265616646,148534.85673438336,9.487341827962542,11.150000000000023,25160.15861862703,-0.966869109555425,42,-1.1998098194299018,False,True,4001.09165404106,4.886170118512236,-154.38398041756017,6.039583333332594,154.38398041756017,1.4,0.1460674157303371,9.857275330856753,0.0,0.03370786516853941,0.0,point_mass,0.22471910112359553,0.0,0.4943820224719101,50.83479955764034,-154.38398041756017,-8.335867552307906,330.8694284439379,2000.0
1.0,2.0,True,none,31.517185398815606,51.465143265616646,148534.85673438336,9.487341827962542,11.150000000000023,25160.15861862703,-0.966869109555425,42,-1.1998098194299018,False,True,4001.09165404106,4.886170118512236,-154.38398041756017,6.039583333332594,154.38398041756017,1.4,0.1348314606741573,9.857275330856753,0.0,0.0,0.0,point_mass,0.21348314606741572,0.0,0.5056179775280899,50.83479955764034,-154.38398041756017,-8.335867552307906,330.8694284439379,2200.0
13.0,2.0,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,43,-17.319425269896783,False,True,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,3.0,0.3820224719101124,0.4277028057786451,0.0,0.4943820224719101,0.0,point_mass,0.35205992509363293,0.0,0.1797752808988764,40.68857195974428,0.23935780060496548,-8.092833747168314,542.8190377323687,2200.0
10.0,5.0,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,43,-17.319425269896783,False,True,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,2.6,0.348314606741573,0.4277028057786451,0.0,0.5168539325842697,0.0,point_mass,0.34456928838951306,0.0,0.1685393258426966,40.68857195974428,0.23935780060496548,-8.092833747168314,542.8190377323687,2200.0
12.0,3.0,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,43,-17.319425269896783,False,True,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,3.0,0.3707865168539326,0.4277028057786451,0.0,0.5056179775280899,0.0,point_mass,0.3408239700374532,0.0,0.1460674157303371,40.68857195974428,0.23935780060496548,-8.092833747168314,542.8190377323687,2000.0
11.0,4.0,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,43,-17.319425269896783,False,True,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,2.6,0.3595505617977528,0.4277028057786451,0.0,0.4831460674157304,0.0,point_mass,0.3333333333333333,0.0,0.1573033707865169,40.68857195974428,0.23935780060496548,-8.092833747168314,542.8190377323687,2400.0
14.0,1.0,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,43,-17.319425269896783,False,True,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,3.0,0.3932584269662922,0.4277028057786451,0.0,0.4719101123595506,0.0,point_mass,0.3333333333333333,0.0,0.1348314606741573,40.68857195974428,0.23935780060496548,-8.092833747168314,542.8190377323687,2400.0
3.0,5.0,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,48,-4.306351768901095,False,True,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,1.8,0.1123595505617978,9.795675604764218,0.0,0.202247191011236,0.0,point_mass,0.2209737827715356,0.0,0.348314606741573,46.108296914566104,-162.43770007807208,-9.077832492036206,340.2896700143489,2000.0
8.0,0.0,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,48,-4.306351768901095,False,True,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,2.2,0.0898876404494382,9.795675604764218,0.0,0.2247191011235955,0.0,point_mass,0.21722846441947566,0.0,0.3370786516853933,46.108296914566104,-162.43770007807208,-9.077832492036206,340.2896700143489,2400.0
5.0,3.0,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,48,-4.306351768901095,False,True,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,1.8,0.12359550561797761,9.795675604764218,0.0,0.1685393258426966,0.0,point_mass,0.2059925093632959,0.0,0.3258426966292135,46.108296914566104,-162.43770007807208,-9.077832492036206,340.2896700143489,2400.0
4.0,4.0,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,48,-4.306351768901095,False,True,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,1.8,0.0674157303370787,9.795675604764218,0.0,0.1797752808988764,0.0,point_mass,0.20224719101123598,0.0,0.3595505617977528,46.108296914566104,-162.43770007807208,-9.077832492036206,340.2896700143489,2200.0
7.0,1.0,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,48,-4.306351768901095,False,True,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,2.2,0.0786516853932584,9.795675604764218,0.0,0.2134831460674158,0.0,point_mass,0.20224719101123598,0.0,0.3146067415730337,46.108296914566104,-162.43770007807208,-9.077832492036206,340.2896700143489,2200.0
6.0,2.0,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,48,-4.306351768901095,False,True,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,2.2,0.101123595505618,9.795675604764218,0.0,0.1910112359550562,0.0,point_mass,0.19850187265917607,0.0,0.303370786516854,46.108296914566104,-162.43770007807208,-9.077832492036206,340.2896700143489,2000.0
2.0,5.0,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,69,-13.864698101700014,False,True,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.4,0.022471910112359605,9.217982270682294,0.0,0.1573033707865169,0.0,point_mass,0.10112359550561804,0.0,0.12359550561797761,40.09506505367123,-136.9016786637756,-7.371192139086786,353.6236482864505,2400.0
6.0,1.0,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,69,-13.864698101700014,False,True,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,2.2,0.03370786516853941,9.217982270682294,0.0,0.1123595505617978,0.0,point_mass,0.08614232209737833,0.0,0.1123595505617978,40.09506505367123,-136.9016786637756,-7.371192139086786,353.6236482864505,2000.0
4.0,3.0,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,69,-13.864698101700014,False,True,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.8,0.0561797752808989,9.217982270682294,0.0,0.12359550561797761,0.0,point_mass,0.08614232209737831,0.0,0.0786516853932584,40.09506505367123,-136.9016786637756,-7.371192139086786,353.6236482864505,2200.0
7.0,0.0,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,69,-13.864698101700014,False,True,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,2.2,0.011235955056179803,9.217982270682294,0.0,0.1348314606741573,0.0,point_mass,0.08239700374531837,0.0,0.101123595505618,40.09506505367123,-136.9016786637756,-7.371192139086786,353.6236482864505,2200.0
5.0,2.0,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,69,-13.864698101700014,False,True,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.8,0.0449438202247191,9.217982270682294,0.0,0.101123595505618,0.0,point_mass,0.07865168539325844,0.0,0.0898876404494382,40.09506505367123,-136.9016786637756,-7.371192139086786,353.6236482864505,2400.0
3.0,4.0,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,69,-13.864698101700014,False,True,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.8,0.0,9.217982270682294,0.0,0.1460674157303371,0.0,point_mass,0.0711610486891386,0.0,0.0674157303370787,40.09506505367123,-136.9016786637756,-7.371192139086786,353.6236482864505,2000.0
